"","DATE","water_date","PRCP"
"2052",2013-05-13,2013-05-13,0.15
"2053",2013-05-14,2013-05-14,0.03
"2054",2013-05-15,2013-05-15,0.01
"2055",2013-05-16,2013-05-16,0.14
"2056",2013-05-17,2013-05-17,0.14
"2057",2013-05-18,2013-05-18,0.02
"2058",2013-05-19,2013-05-19,0.14
"2059",2013-05-20,2013-05-20,0
"2060",2013-05-21,2013-05-21,0.24
"2061",2013-05-22,2013-05-22,1.29
"2062",2013-05-23,2013-05-23,0.78
"2063",2013-05-24,2013-05-24,0.31
"2064",2013-05-25,2013-05-25,0.04
"2065",2013-05-26,2013-05-26,0.31
"2066",2013-05-27,2013-05-27,0.63
"2067",2013-05-28,2013-05-28,0.41
"2068",2013-05-29,2013-05-29,0.25
"2069",2013-05-30,2013-05-30,0.07
"2070",2013-05-31,2013-05-31,0.01
"2071",2013-06-01,2013-06-01,0
"2072",2013-06-02,2013-06-02,0.05
"2073",2013-06-03,2013-06-03,0.01
"2074",2013-06-04,2013-06-04,0
"2075",2013-06-05,2013-06-05,0
"2076",2013-06-06,2013-06-06,0
"2077",2013-06-07,2013-06-07,0
"2078",2013-06-08,2013-06-08,0
"2079",2013-06-09,2013-06-09,0
"2080",2013-06-10,2013-06-10,0
"2081",2013-06-11,2013-06-11,0
"2082",2013-06-12,2013-06-12,0
"2083",2013-06-13,2013-06-13,0.18
"2084",2013-06-14,2013-06-14,0.03
"2085",2013-06-15,2013-06-15,0
"2086",2013-06-16,2013-06-16,0
"2087",2013-06-17,2013-06-17,0
"2088",2013-06-18,2013-06-18,0.07
"2089",2013-06-19,2013-06-19,0.08
"2090",2013-06-20,2013-06-20,0.02
"2091",2013-06-21,2013-06-21,0
"2092",2013-06-22,2013-06-22,0
"2093",2013-06-23,2013-06-23,0.15
"2094",2013-06-24,2013-06-24,0.4
"2095",2013-06-25,2013-06-25,0.6
"2096",2013-06-26,2013-06-26,0.6
"2097",2013-06-27,2013-06-27,0.01
"2098",2013-06-28,2013-06-28,0
"2099",2013-06-29,2013-06-29,0
"2100",2013-06-30,2013-06-30,0
"2101",2013-07-01,2013-07-01,0
"2102",2013-07-02,2013-07-02,0
"2103",2013-07-03,2013-07-03,0
"2104",2013-07-04,2013-07-04,0
"2105",2013-07-05,2013-07-05,0
"2106",2013-07-06,2013-07-06,0
"2107",2013-07-07,2013-07-07,0
"2108",2013-07-08,2013-07-08,0
"2109",2013-07-09,2013-07-09,0
"2110",2013-07-10,2013-07-10,0
"2111",2013-07-11,2013-07-11,0
"2112",2013-07-12,2013-07-12,0
"2113",2013-07-13,2013-07-13,0
"2114",2013-07-14,2013-07-14,0
"2115",2013-07-15,2013-07-15,0
"2116",2013-07-16,2013-07-16,0
"2117",2013-07-17,2013-07-17,0
"2118",2013-07-18,2013-07-18,0
"2119",2013-07-19,2013-07-19,0
"2120",2013-07-20,2013-07-20,0
"2121",2013-07-21,2013-07-21,0
"2122",2013-07-22,2013-07-22,0
"2123",2013-07-23,2013-07-23,0
"2124",2013-07-24,2013-07-24,0
"2125",2013-07-25,2013-07-25,0
"2126",2013-07-26,2013-07-26,0
"2127",2013-07-27,2013-07-27,0
"2128",NA,2013-07-28,0
"2129",NA,2013-07-29,0
"2130",NA,2013-07-30,0
"2131",NA,2013-07-31,0
"2132",NA,2013-08-01,0
"2133",NA,2013-08-02,0
"2134",NA,2013-08-03,0
"2135",NA,2013-08-04,0
"2136",2013-08-05,2013-08-05,0.01
"2137",2013-08-06,2013-08-06,0
"2138",2013-08-07,2013-08-07,0.04
"2139",2013-08-08,2013-08-08,0.04
"2140",2013-08-09,2013-08-09,0.01
"2141",2013-08-10,2013-08-10,0.04
"2142",2013-08-11,2013-08-11,0.06
"2143",2013-08-12,2013-08-12,0.01
"2144",2013-08-13,2013-08-13,0
"2145",2013-08-14,2013-08-14,0
"2146",2013-08-15,2013-08-15,0.08
"2147",2013-08-16,2013-08-16,0.09
"2148",2013-08-17,2013-08-17,0.01
"2149",2013-08-18,2013-08-18,0.01
"2150",2013-08-19,2013-08-19,0
"2151",2013-08-20,2013-08-20,0
"2152",2013-08-21,2013-08-21,0
"2153",2013-08-22,2013-08-22,0
"2154",2013-08-23,2013-08-23,0.02
"2155",2013-08-24,2013-08-24,0.01
"2156",2013-08-25,2013-08-25,0
"2157",2013-08-26,2013-08-26,0.03
"2158",2013-08-27,2013-08-27,0.05
"2159",2013-08-28,2013-08-28,0.01
"2160",2013-08-29,2013-08-29,0.11
"2161",2013-08-30,2013-08-30,0.48
"2162",2013-08-31,2013-08-31,0.02
"2163",2013-09-01,2013-09-01,0.01
"2164",2013-09-02,2013-09-02,0.17
"2165",2013-09-03,2013-09-03,0.01
"2166",2013-09-04,2013-09-04,0
"2167",2013-09-05,2013-09-05,0
"2168",2013-09-06,2013-09-06,0.46
"2169",2013-09-07,2013-09-07,0.01
"2170",2013-09-08,2013-09-08,0.01
"2171",2013-09-09,2013-09-09,0
"2172",2013-09-10,2013-09-10,0
"2173",2013-09-11,2013-09-11,0.01
"2174",2013-09-12,2013-09-12,0.03
"2175",2013-09-13,2013-09-13,0.02
"2176",2013-09-14,2013-09-14,0.01
"2177",2013-09-15,2013-09-15,0.1
"2178",2013-09-16,2013-09-16,0.11
"2179",2013-09-17,2013-09-17,0.12
"2180",2013-09-18,2013-09-18,0.02
"2181",2013-09-19,2013-09-19,0.01
"2182",2013-09-20,2013-09-20,0
"2183",2013-09-21,2013-09-21,0.81
"2184",2013-09-22,2013-09-22,0.04
"2185",2013-09-23,2013-09-23,0.5
"2186",2013-09-24,2013-09-24,0.67
"2187",2013-09-25,2013-09-25,0.85
"2188",2013-09-26,2013-09-26,0.02
"2189",2013-09-27,2013-09-27,0.01
"2190",2013-09-28,2013-09-28,0.77
"2191",2013-09-29,2013-09-29,1.29
"2192",2013-09-30,2013-09-30,1.91
"2193",2014-10-01,2013-10-01,0.01
"2194",2014-10-02,2013-10-02,0
"2195",2014-10-03,2013-10-03,0
"2196",2014-10-04,2013-10-04,0
"2197",2014-10-05,2013-10-05,0
"2198",2014-10-06,2013-10-06,0
"2199",2014-10-07,2013-10-07,0
"2200",2014-10-08,2013-10-08,0.03
"2201",2014-10-09,2013-10-09,0.02
"2202",2014-10-10,2013-10-10,0.01
"2203",2014-10-11,2013-10-11,0.21
"2204",2014-10-12,2013-10-12,0.02
"2205",2014-10-13,2013-10-13,0
"2206",2014-10-14,2013-10-14,0.81
"2207",2014-10-15,2013-10-15,1.34
"2208",2014-10-16,2013-10-16,0.34
"2209",2014-10-17,2013-10-17,0.05
"2210",2014-10-18,2013-10-18,0.92
"2211",2014-10-19,2013-10-19,0.02
"2212",2014-10-20,2013-10-20,0.39
"2213",2014-10-21,2013-10-21,0.1
"2214",2014-10-22,2013-10-22,0.67
"2215",2014-10-23,2013-10-23,2.58
"2216",2014-10-24,2013-10-24,0.02
"2217",2014-10-25,2013-10-25,0.83
"2218",2014-10-26,2013-10-26,0.18
"2219",2014-10-27,2013-10-27,0
"2220",2014-10-28,2013-10-28,0.06
"2221",2014-10-29,2013-10-29,0.6
"2222",2014-10-30,2013-10-30,0.19
"2223",2014-10-31,2013-10-31,0.79
"2224",2014-11-01,2013-11-01,0.01
"2225",2014-11-02,2013-11-02,0.16
"2226",2014-11-03,2013-11-03,0.3
"2227",2014-11-04,2013-11-04,0.72
"2228",2014-11-05,2013-11-05,0.16
"2229",2014-11-06,2013-11-06,0.09
"2230",2014-11-07,2013-11-07,0.37
"2231",2014-11-08,2013-11-08,0.01
"2232",2014-11-09,2013-11-09,0
"2233",2014-11-10,2013-11-10,0.15
"2234",2014-11-11,2013-11-11,0.01
"2235",2014-11-12,2013-11-12,0
"2236",2014-11-13,2013-11-13,0.78
"2237",2014-11-14,2013-11-14,1.51
"2238",2014-11-15,2013-11-15,0.02
"2239",2014-11-16,2013-11-16,0
"2240",2014-11-17,2013-11-17,0
"2241",2014-11-18,2013-11-18,0
"2242",2014-11-19,2013-11-19,0
"2243",2014-11-20,2013-11-20,0.45
"2244",2014-11-21,2013-11-21,0.12
"2245",2014-11-22,2013-11-22,0.92
"2246",2014-11-23,2013-11-23,0.07
"2247",2014-11-24,2013-11-24,0.03
"2248",2014-11-25,2013-11-25,0.17
"2249",2014-11-26,2013-11-26,0.02
"2250",NA,2013-11-27,0
"2251",NA,2013-11-28,0
"2252",NA,2013-11-29,0
"2253",NA,2013-11-30,0
"2254",NA,2013-12-01,0
"2255",2014-12-02,2013-12-02,0.43
"2256",2014-12-03,2013-12-03,0.02
"2257",2014-12-04,2013-12-04,0.57
"2258",2014-12-05,2013-12-05,1.16
"2259",2014-12-06,2013-12-06,0.93
"2260",2014-12-07,2013-12-07,0.64
"2261",2014-12-08,2013-12-08,0.02
"2262",2014-12-09,2013-12-09,0.05
"2263",2014-12-10,2013-12-10,0.76
"2264",2014-12-11,2013-12-11,1.73
"2265",2014-12-12,2013-12-12,0.54
"2266",2014-12-13,2013-12-13,0.28
"2267",2014-12-14,2013-12-14,0.02
"2268",2014-12-15,2013-12-15,0.18
"2269",2014-12-16,2013-12-16,0.17
"2270",2014-12-17,2013-12-17,0.03
"2271",2014-12-18,2013-12-18,0.42
"2272",2014-12-19,2013-12-19,1.41
"2273",2014-12-20,2013-12-20,1.68
"2274",2014-12-21,2013-12-21,1.77
"2275",2014-12-22,2013-12-22,0.66
"2276",2014-12-23,2013-12-23,0.21
"2277",2014-12-24,2013-12-24,0.91
"2278",2014-12-25,2013-12-25,0.45
"2279",2014-12-26,2013-12-26,0.19
"2280",2014-12-27,2013-12-27,0.01
"2281",2014-12-28,2013-12-28,0.4
"2282",2014-12-29,2013-12-29,0.06
"2283",2014-12-30,2013-12-30,0.01
"2284",2014-12-31,2013-12-31,0
"2285",2014-01-01,2014-01-01,0
"2286",2014-01-02,2014-01-02,0
"2287",2014-01-03,2014-01-03,0.14
"2288",2014-01-04,2014-01-04,0
"2289",2014-01-05,2014-01-05,0
"2290",2014-01-06,2014-01-06,0
"2291",2014-01-07,2014-01-07,0.09
"2292",2014-01-08,2014-01-08,0.38
"2293",2014-01-09,2014-01-09,0.41
"2294",2014-01-10,2014-01-10,0.41
"2295",2014-01-11,2014-01-11,0.6
"2296",NA,2014-01-12,0
"2297",NA,2014-01-13,0
"2298",NA,2014-01-14,0
"2299",2014-01-15,2014-01-15,0
"2300",2014-01-16,2014-01-16,0
"2301",2014-01-17,2014-01-17,0
"2302",2014-01-18,2014-01-18,0
"2303",2014-01-19,2014-01-19,0
"2304",2014-01-20,2014-01-20,0
"2305",2014-01-21,2014-01-21,0
"2306",2014-01-22,2014-01-22,0
"2307",2014-01-23,2014-01-23,0
"2308",2014-01-24,2014-01-24,0
"2309",2014-01-25,2014-01-25,0
"2310",2014-01-26,2014-01-26,0
"2311",2014-01-27,2014-01-27,0
"2312",2014-01-28,2014-01-28,0.04
"2313",2014-01-29,2014-01-29,1.58
"2314",2014-01-30,2014-01-30,0.21
"2315",2014-01-31,2014-01-31,0.33
"2316",2014-02-01,2014-02-01,0.22
"2317",2014-02-02,2014-02-02,0
"2318",2014-02-03,2014-02-03,0.03
"2319",2014-02-04,2014-02-04,0.1
"2320",2014-02-05,2014-02-05,0.09
"2321",2014-02-06,2014-02-06,0
"2322",2014-02-07,2014-02-07,0.2
"2323",2014-02-08,2014-02-08,1.31
"2324",2014-02-09,2014-02-09,0.83
"2325",2014-02-10,2014-02-10,0.03
"2326",2014-02-11,2014-02-11,0.37
"2327",2014-02-12,2014-02-12,1.51
"2328",2014-02-13,2014-02-13,0.87
"2329",2014-02-14,2014-02-14,0.99
"2330",2014-02-15,2014-02-15,0.49
"2331",2014-02-16,2014-02-16,0.98
"2332",2014-02-17,2014-02-17,0.41
"2333",2014-02-18,2014-02-18,0.34
"2334",2014-02-19,2014-02-19,0.71
"2335",2014-02-20,2014-02-20,0.18
"2336",2014-02-21,2014-02-21,0.31
"2337",2014-02-22,2014-02-22,0.02
"2338",2014-02-23,2014-02-23,0
"2339",2014-02-24,2014-02-24,0.14
"2340",2014-02-25,2014-02-25,0.02
"2341",2014-02-26,2014-02-26,0
"2342",2014-02-27,2014-02-27,0.15
"2343",2014-02-28,2014-02-28,0.04
"2344",2014-03-01,2014-03-01,0.37
"2345",2014-03-02,2014-03-02,0.3
"2346",2014-03-03,2014-03-03,0.28
"2347",2014-03-04,2014-03-04,0.07
"2348",2014-03-05,2014-03-05,1.14
"2349",2014-03-06,2014-03-06,1.05
"2350",2014-03-07,2014-03-07,0.2
"2351",2014-03-08,2014-03-08,0.01
"2352",2014-03-09,2014-03-09,1.23
"2353",2014-03-10,2014-03-10,0.13
"2354",2014-03-11,2014-03-11,0.03
"2355",2014-03-12,2014-03-12,0
"2356",2014-03-13,2014-03-13,0
"2357",2014-03-14,2014-03-14,0.12
"2358",2014-03-15,2014-03-15,0.16
"2359",2014-03-16,2014-03-16,0.01
"2360",2014-03-17,2014-03-17,0.57
"2361",2014-03-18,2014-03-18,0.03
"2362",2014-03-19,2014-03-19,0
"2363",2014-03-20,2014-03-20,0.09
"2364",2014-03-21,2014-03-21,0.01
"2365",2014-03-22,2014-03-22,0
"2366",2014-03-23,2014-03-23,0
"2367",2014-03-24,2014-03-24,0
"2368",2014-03-25,2014-03-25,0.13
"2369",2014-03-26,2014-03-26,0.57
"2370",2014-03-27,2014-03-27,0.69
"2371",2014-03-28,2014-03-28,0.79
"2372",2014-03-29,2014-03-29,0.65
"2373",2014-03-30,2014-03-30,0.25
"2374",2014-03-31,2014-03-31,0.02
"2375",2014-04-01,2014-04-01,0.2
"2376",2014-04-02,2014-04-02,0.02
"2377",2014-04-03,2014-04-03,0
"2378",2014-04-04,2014-04-04,0.92
"2379",2014-04-05,2014-04-05,0.3
"2380",2014-04-06,2014-04-06,0.25
"2381",2014-04-07,2014-04-07,0.02
"2382",2014-04-08,2014-04-08,0.02
"2383",2014-04-09,2014-04-09,0.02
"2384",2014-04-10,2014-04-10,0
"2385",2014-04-11,2014-04-11,0
"2386",2014-04-12,2014-04-12,0
"2387",2014-04-13,2014-04-13,0
"2388",2014-04-14,2014-04-14,0
"2389",2014-04-15,2014-04-15,0
"2390",2014-04-16,2014-04-16,0
"2391",2014-04-17,2014-04-17,0
"2392",2014-04-18,2014-04-18,0.36
"2393",2014-04-19,2014-04-19,0.01
"2394",2014-04-20,2014-04-20,0.07
"2395",2014-04-21,2014-04-21,0
"2396",2014-04-22,2014-04-22,0.64
"2397",2014-04-23,2014-04-23,0.33
"2398",2014-04-24,2014-04-24,1.17
"2399",2014-04-25,2014-04-25,0.75
"2400",2014-04-26,2014-04-26,0.02
"2401",2014-04-27,2014-04-27,0.25
"2402",2014-04-28,2014-04-28,0.12
"2403",2014-04-29,2014-04-29,0.01
"2404",2014-04-30,2014-04-30,0
"2405",2014-05-01,2014-05-01,0
"2406",2014-05-02,2014-05-02,0
"2407",2014-05-03,2014-05-03,0.03
"2408",2014-05-04,2014-05-04,0.29
"2409",2014-05-05,2014-05-05,0.51
"2410",2014-05-06,2014-05-06,0.02
"2411",2014-05-07,2014-05-07,0
"2412",2014-05-08,2014-05-08,0.3
"2413",2014-05-09,2014-05-09,0.64
"2414",2014-05-10,2014-05-10,0.41
"2415",2014-05-11,2014-05-11,0.09
"2416",2014-05-12,2014-05-12,0
"2417",2014-05-13,2014-05-13,0
"2418",2014-05-14,2014-05-14,0
"2419",2014-05-15,2014-05-15,0
"2420",2014-05-16,2014-05-16,0
"2421",2014-05-17,2014-05-17,0.02
"2422",2014-05-18,2014-05-18,0.12
"2423",2014-05-19,2014-05-19,0.55
"2424",2014-05-20,2014-05-20,0.05
"2425",2014-05-21,2014-05-21,0
"2426",2014-05-22,2014-05-22,0
"2427",2014-05-23,2014-05-23,0.02
"2428",2014-05-24,2014-05-24,0.04
"2429",2014-05-25,2014-05-25,0
"2430",2014-05-26,2014-05-26,0.06
"2431",2014-05-27,2014-05-27,0
"2432",2014-05-28,2014-05-28,0.04
"2433",2014-05-29,2014-05-29,0.32
"2434",2014-05-30,2014-05-30,0
"2435",2014-05-31,2014-05-31,0
"2436",2014-06-01,2014-06-01,0
"2437",2014-06-02,2014-06-02,0
"2438",2014-06-03,2014-06-03,0
"2439",2014-06-04,2014-06-04,0
"2440",2014-06-05,2014-06-05,0
"2441",2014-06-06,2014-06-06,0
"2442",2014-06-07,2014-06-07,0
"2443",2014-06-08,2014-06-08,0
"2444",2014-06-09,2014-06-09,0
"2445",2014-06-10,2014-06-10,0
"2446",2014-06-11,2014-06-11,0
"2447",2014-06-12,2014-06-12,0
"2448",2014-06-13,2014-06-13,0.21
"2449",2014-06-14,2014-06-14,0.02
"2450",2014-06-15,2014-06-15,0
"2451",2014-06-16,2014-06-16,0.09
"2452",2014-06-17,2014-06-17,0.06
"2453",2014-06-18,2014-06-18,0.01
"2454",2014-06-19,2014-06-19,0
"2455",2014-06-20,2014-06-20,0.06
"2456",2014-06-21,2014-06-21,0
"2457",NA,2014-06-22,0
"2458",NA,2014-06-23,0
"2459",NA,2014-06-24,0
"2460",NA,2014-06-25,0
"2461",NA,2014-06-26,0
"2462",NA,2014-06-27,0
"2463",NA,2014-06-28,0
"2464",NA,2014-06-29,0
"2465",2014-06-30,2014-06-30,0
"2466",2014-07-01,2014-07-01,0
"2467",2014-07-02,2014-07-02,0
"2468",2014-07-03,2014-07-03,0
"2469",2014-07-04,2014-07-04,0
"2470",2014-07-05,2014-07-05,0
"2471",2014-07-06,2014-07-06,0
"2472",2014-07-07,2014-07-07,0
"2473",2014-07-08,2014-07-08,0
"2474",2014-07-09,2014-07-09,0
"2475",2014-07-10,2014-07-10,0
"2476",2014-07-11,2014-07-11,0
"2477",2014-07-12,2014-07-12,0.03
"2478",2014-07-13,2014-07-13,0.02
"2479",2014-07-14,2014-07-14,0.03
"2480",2014-07-15,2014-07-15,0
"2481",2014-07-16,2014-07-16,0
"2482",2014-07-17,2014-07-17,0
"2483",2014-07-18,2014-07-18,0
"2484",2014-07-19,2014-07-19,0
"2485",2014-07-20,2014-07-20,0
"2486",2014-07-21,2014-07-21,0
"2487",2014-07-22,2014-07-22,0
"2488",2014-07-23,2014-07-23,0.55
"2489",2014-07-24,2014-07-24,0.44
"2490",2014-07-25,2014-07-25,0.03
"2491",2014-07-26,2014-07-26,0
"2492",2014-07-27,2014-07-27,0
"2493",2014-07-28,2014-07-28,0
"2494",2014-07-29,2014-07-29,0
"2495",2014-07-30,2014-07-30,0
"2496",2014-07-31,2014-07-31,0
"2497",2014-08-01,2014-08-01,0
"2498",2014-08-02,2014-08-02,0
"2499",2014-08-03,2014-08-03,0
"2500",2014-08-04,2014-08-04,0
"2501",2014-08-05,2014-08-05,0
"2502",2014-08-06,2014-08-06,0
"2503",2014-08-07,2014-08-07,0
"2504",2014-08-08,2014-08-08,0
"2505",2014-08-09,2014-08-09,0
"2506",2014-08-10,2014-08-10,0
"2507",2014-08-11,2014-08-11,0
"2508",2014-08-12,2014-08-12,0.03
"2509",2014-08-13,2014-08-13,0.06
"2510",2014-08-14,2014-08-14,0.03
"2511",2014-08-15,2014-08-15,0.06
"2512",2014-08-16,2014-08-16,0.03
"2513",2014-08-17,2014-08-17,0
"2514",2014-08-18,2014-08-18,0
"2515",2014-08-19,2014-08-19,0
"2516",2014-08-20,2014-08-20,0
"2517",2014-08-21,2014-08-21,0
"2518",2014-08-22,2014-08-22,0.01
"2519",2014-08-23,2014-08-23,0
"2520",2014-08-24,2014-08-24,0
"2521",2014-08-25,2014-08-25,0
"2522",2014-08-26,2014-08-26,0
"2523",2014-08-27,2014-08-27,0
"2524",2014-08-28,2014-08-28,0
"2525",2014-08-29,2014-08-29,0
"2526",2014-08-30,2014-08-30,0
"2527",2014-08-31,2014-08-31,0.16
"2528",2014-09-01,2014-09-01,0
"2529",2014-09-02,2014-09-02,0
"2530",2014-09-03,2014-09-03,0.02
"2531",2014-09-04,2014-09-04,0
"2532",2014-09-05,2014-09-05,0
"2533",2014-09-06,2014-09-06,0
"2534",2014-09-07,2014-09-07,0.01
"2535",2014-09-08,2014-09-08,0
"2536",2014-09-09,2014-09-09,0
"2537",2014-09-10,2014-09-10,0
"2538",2014-09-11,2014-09-11,0
"2539",2014-09-12,2014-09-12,0
"2540",2014-09-13,2014-09-13,0
"2541",2014-09-14,2014-09-14,0
"2542",2014-09-15,2014-09-15,0
"2543",2014-09-16,2014-09-16,0
"2544",2014-09-17,2014-09-17,0
"2545",2014-09-18,2014-09-18,0.07
"2546",2014-09-19,2014-09-19,0
"2547",NA,2014-09-20,0
"2548",2014-09-21,2014-09-21,0.03
"2549",2014-09-22,2014-09-22,0.01
"2550",2014-09-23,2014-09-23,0.06
"2551",2014-09-24,2014-09-24,1.81
"2552",2014-09-25,2014-09-25,0
"2553",2014-09-26,2014-09-26,0.02
"2554",2014-09-27,2014-09-27,0
"2555",2014-09-28,2014-09-28,0
"2556",2014-09-29,2014-09-29,0
"2557",2014-09-30,2014-09-30,0.25
"2558",2015-10-01,2014-10-01,0
"2559",NA,2014-10-02,0
"2560",NA,2014-10-03,0
"2561",NA,2014-10-04,0
"2562",NA,2014-10-05,0
"2563",NA,2014-10-06,0
"2564",NA,2014-10-07,0
"2565",NA,2014-10-08,0
"2566",NA,2014-10-09,0
"2567",NA,2014-10-10,0
"2568",NA,2014-10-11,0
"2569",NA,2014-10-12,0
"2570",2015-10-13,2014-10-13,0.02
"2571",2015-10-14,2014-10-14,0
"2572",2015-10-15,2014-10-15,0
"2573",2015-10-16,2014-10-16,0.03
"2574",2015-10-17,2014-10-17,0.01
"2575",2015-10-18,2014-10-18,0
"2576",2015-10-19,2014-10-19,0.04
"2577",2015-10-20,2014-10-20,0.82
"2578",2015-10-21,2014-10-21,0.06
"2579",2015-10-22,2014-10-22,0.02
"2580",2015-10-23,2014-10-23,0
"2581",2015-10-24,2014-10-24,0
"2582",2015-10-25,2014-10-25,0.36
"2583",2015-10-26,2014-10-26,0.35
"2584",2015-10-27,2014-10-27,0.01
"2585",2015-10-28,2014-10-28,0.43
"2586",2015-10-29,2014-10-29,0.07
"2587",2015-10-30,2014-10-30,0.17
"2588",2015-10-31,2014-10-31,0.81
"2589",2015-11-01,2014-11-01,0.92
"2590",2015-11-02,2014-11-02,0.19
"2591",2015-11-03,2014-11-03,0.17
"2592",2015-11-04,2014-11-04,0.08
"2593",2015-11-05,2014-11-05,0.22
"2594",2015-11-06,2014-11-06,0.24
"2595",2015-11-07,2014-11-07,0.04
"2596",2015-11-08,2014-11-08,0.95
"2597",2015-11-09,2014-11-09,0.4
"2598",2015-11-10,2014-11-10,0.35
"2599",2015-11-11,2014-11-11,0.21
"2600",2015-11-12,2014-11-12,0.08
"2601",2015-11-13,2014-11-13,0.16
"2602",2015-11-14,2014-11-14,0.07
"2603",2015-11-15,2014-11-15,0.44
"2604",2015-11-16,2014-11-16,0.29
"2605",2015-11-17,2014-11-17,0.83
"2606",2015-11-18,2014-11-18,0.3
"2607",2015-11-19,2014-11-19,1.19
"2608",2015-11-20,2014-11-20,0.41
"2609",2015-11-21,2014-11-21,0.02
"2610",2015-11-22,2014-11-22,0
"2611",2015-11-23,2014-11-23,0
"2612",2015-11-24,2014-11-24,1.38
"2613",2015-11-25,2014-11-25,0.07
"2614",2015-11-26,2014-11-26,0
"2615",2015-11-27,2014-11-27,0
"2616",2015-11-28,2014-11-28,0
"2617",2015-11-29,2014-11-29,0
"2618",2015-11-30,2014-11-30,0.08
"2619",2015-12-01,2014-12-01,0.02
"2620",2015-12-02,2014-12-02,0.98
"2621",2015-12-03,2014-12-03,0.8
"2622",2015-12-04,2014-12-04,1.49
"2623",2015-12-05,2014-12-05,0.25
"2624",2015-12-06,2014-12-06,1.18
"2625",2015-12-07,2014-12-07,1.65
"2626",2015-12-08,2014-12-08,0.86
"2627",2015-12-09,2014-12-09,1.12
"2628",2015-12-10,2014-12-10,0.5
"2629",2015-12-11,2014-12-11,0.63
"2630",2015-12-12,2014-12-12,0.92
"2631",2015-12-13,2014-12-13,2.78
"2632",2015-12-14,2014-12-14,0.64
"2633",2015-12-15,2014-12-15,0.28
"2634",2015-12-16,2014-12-16,0.12
"2635",2015-12-17,2014-12-17,1.88
"2636",2015-12-18,2014-12-18,2.74
"2637",2015-12-19,2014-12-19,0.42
"2638",2015-12-20,2014-12-20,0.49
"2639",2015-12-21,2014-12-21,1.41
"2640",2015-12-22,2014-12-22,0.37
"2641",2015-12-23,2014-12-23,0.46
"2642",2015-12-24,2014-12-24,0.61
"2643",2015-12-25,2014-12-25,0.43
"2644",2015-12-26,2014-12-26,0.11
"2645",2015-12-27,2014-12-27,0.02
"2646",2015-12-28,2014-12-28,0.51
"2647",2015-12-29,2014-12-29,0.25
"2648",2015-12-30,2014-12-30,0.32
"2649",2015-12-31,2014-12-31,0.02
"2650",2015-01-01,2015-01-01,0
"2651",2015-01-02,2015-01-02,0
"2652",2015-01-03,2015-01-03,0
"2653",2015-01-04,2015-01-04,0.12
"2654",2015-01-05,2015-01-05,0.16
"2655",2015-01-06,2015-01-06,0
"2656",2015-01-07,2015-01-07,0
"2657",2015-01-08,2015-01-08,0
"2658",2015-01-09,2015-01-09,0
"2659",2015-01-10,2015-01-10,0.03
"2660",2015-01-11,2015-01-11,0.04
"2661",2015-01-12,2015-01-12,0.25
"2662",2015-01-13,2015-01-13,0.01
"2663",2015-01-14,2015-01-14,0.01
"2664",2015-01-15,2015-01-15,0
"2665",2015-01-16,2015-01-16,0.94
"2666",2015-01-17,2015-01-17,0.64
"2667",2015-01-18,2015-01-18,1.21
"2668",2015-01-19,2015-01-19,0.38
"2669",2015-01-20,2015-01-20,0.01
"2670",2015-01-21,2015-01-21,0.01
"2671",2015-01-22,2015-01-22,0.01
"2672",2015-01-23,2015-01-23,0.01
"2673",2015-01-24,2015-01-24,0.03
"2674",2015-01-25,2015-01-25,0.01
"2675",2015-01-26,2015-01-26,0.01
"2676",2015-01-27,2015-01-27,0.01
"2677",2015-01-28,2015-01-28,0.03
"2678",2015-01-29,2015-01-29,0
"2679",2015-01-30,2015-01-30,0.01
"2680",2015-01-31,2015-01-31,0.01
"2681",2015-02-01,2015-02-01,0.09
"2682",2015-02-02,2015-02-02,0.76
"2683",2015-02-03,2015-02-03,0.52
"2684",2015-02-04,2015-02-04,0.13
"2685",2015-02-05,2015-02-05,0.2
"2686",2015-02-06,2015-02-06,3.51
"2687",2015-02-07,2015-02-07,1.88
"2688",2015-02-08,2015-02-08,0.59
"2689",2015-02-09,2015-02-09,0.77
"2690",2015-02-10,2015-02-10,1.51
"2691",2015-02-11,2015-02-11,0.02
"2692",2015-02-12,2015-02-12,0.01
"2693",2015-02-13,2015-02-13,0.01
"2694",2015-02-14,2015-02-14,0.01
"2695",2015-02-15,2015-02-15,0.01
"2696",2015-02-16,2015-02-16,0
"2697",2015-02-17,2015-02-17,0
"2698",2015-02-18,2015-02-18,0
"2699",2015-02-19,2015-02-19,0
"2700",2015-02-20,2015-02-20,0.01
"2701",2015-02-21,2015-02-21,0
"2702",2015-02-22,2015-02-22,0
"2703",2015-02-23,2015-02-23,0
"2704",2015-02-24,2015-02-24,0
"2705",2015-02-25,2015-02-25,0
"2706",2015-02-26,2015-02-26,0.04
"2707",2015-02-27,2015-02-27,0.45
"2708",2015-02-28,2015-02-28,0.53
"2709",2015-03-01,2015-03-01,0
"2710",2015-03-02,2015-03-02,0.23
"2711",2015-03-03,2015-03-03,0
"2712",2015-03-04,2015-03-04,0
"2713",2015-03-05,2015-03-05,0.01
"2714",2015-03-06,2015-03-06,0
"2715",2015-03-07,2015-03-07,0
"2716",2015-03-08,2015-03-08,0
"2717",2015-03-09,2015-03-09,0
"2718",2015-03-10,2015-03-10,0
"2719",2015-03-11,2015-03-11,0
